0 ; 100 ; 0 ; 101 ;
1 ; 100 ; 1 ; 101 ;
2 ; 100 ; 2 ; 102 ;
3 ; 100 ; 3 ; 102 ;
4 ; 100 ; 4 ; 103 ;
5 ; 100 ; 5 ; 104 ;
6 ; 100 ; 6 ; 105 ;
7 ; 100 ; 7 ; 106 ;
8 ; 100 ; 8 ; 107 ;
9 ; 100 ; 9 ; 108 ;
10 ; 100 ; 10 ; 109 ;
11 ; 100 ; 11 ; 109 ;
12 ; 100 ; 12 ; 111 ;
13 ; 100 ; 13 ; 111 ;
14 ; 100 ; 14 ; 113 ;
15 ; 100 ; 15 ; 115 ;
16 ; 100 ; 16 ; 116 ;
17 ; 100 ; 17 ; 118 ;
18 ; 100 ; 18 ; 119 ;
19 ; 100 ; 19 ; 121 ;
20 ; 100 ; 20 ; 123 ;
21 ; 100 ; 21 ; 124 ;
22 ; 100 ; 22 ; 126 ;
23 ; 100 ; 23 ; 127 ;
24 ; 100 ; 24 ; 129 ;
25 ; 100 ; 25 ; 131 ;
26 ; 100 ; 26 ; 132 ;
27 ; 100 ; 27 ; 134 ;
28 ; 100 ; 28 ; 136 ;
29 ; 100 ; 29 ; 137 ;
30 ; 100 ; 30 ; 139 ;
31 ; 100 ; 31 ; 141 ;
32 ; 100 ; 32 ; 142 ;
33 ; 100 ; 33 ; 143 ;
34 ; 100 ; 34 ; 145 ;
35 ; 100 ; 35 ; 147 ;
36 ; 100 ; 36 ; 149 ;
37 ; 100 ; 37 ; 150 ;
38 ; 100 ; 38 ; 152 ;
39 ; 100 ; 39 ; 153 ;
40 ; 100 ; 40 ; 155 ;
41 ; 100 ; 41 ; 157 ;
42 ; 100 ; 42 ; 158 ;
43 ; 100 ; 43 ; 160 ;
44 ; 100 ; 44 ; 162 ;
45 ; 100 ; 45 ; 163 ;
46 ; 100 ; 46 ; 165 ;
47 ; 100 ; 47 ; 167 ;
48 ; 100 ; 48 ; 168 ;
49 ; 100 ; 49 ; 170 ;
50 ; 100 ; 50 ; 171 ;
51 ; 100 ; 51 ; 173 ;
52 ; 100 ; 52 ; 175 ;
53 ; 100 ; 53 ; 177 ;
54 ; 100 ; 54 ; 178 ;
55 ; 100 ; 55 ; 179 ;
56 ; 100 ; 56 ; 181 ;
57 ; 100 ; 57 ; 183 ;
58 ; 100 ; 58 ; 185 ;
59 ; 100 ; 59 ; 186 ;
60 ; 100 ; 60 ; 187 ;
61 ; 100 ; 61 ; 189 ;
62 ; 100 ; 62 ; 191 ;
63 ; 100 ; 63 ; 192 ;
64 ; 100 ; 64 ; 195 ;
65 ; 100 ; 65 ; 195 ;
66 ; 100 ; 66 ; 198 ;
67 ; 100 ; 67 ; 199 ;
68 ; 100 ; 68 ; 201 ;
69 ; 100 ; 69 ; 203 ;
70 ; 100 ; 70 ; 204 ;
71 ; 100 ; 71 ; 205 ;
72 ; 100 ; 72 ; 207 ;
73 ; 100 ; 73 ; 209 ;
74 ; 100 ; 74 ; 211 ;
75 ; 100 ; 75 ; 212 ;
76 ; 100 ; 76 ; 213 ;
77 ; 100 ; 77 ; 215 ;
78 ; 100 ; 78 ; 217 ;
79 ; 100 ; 79 ; 219 ;
80 ; 100 ; 80 ; 220 ;
81 ; 100 ; 81 ; 222 ;
82 ; 100 ; 82 ; 223 ;
83 ; 100 ; 83 ; 225 ;
84 ; 100 ; 84 ; 227 ;
85 ; 100 ; 85 ; 229 ;
86 ; 100 ; 86 ; 230 ;
87 ; 100 ; 87 ; 231 ;
88 ; 100 ; 88 ; 233 ;
89 ; 100 ; 89 ; 235 ;
90 ; 100 ; 90 ; 237 ;
91 ; 100 ; 91 ; 238 ;
92 ; 100 ; 92 ; 240 ;
93 ; 100 ; 93 ; 241 ;
94 ; 100 ; 94 ; 243 ;
95 ; 100 ; 95 ; 245 ;
96 ; 100 ; 96 ; 247 ;
97 ; 100 ; 97 ; 248 ;
98 ; 100 ; 98 ; 249 ;
99 ; 100 ; 99 ; 251 ;
100 ; 100 ; 100 ; 253 ;
101 ; 100 ; 101 ; 254 ;
102 ; 100 ; 102 ; 256 ;
103 ; 100 ; 103 ; 258 ;
104 ; 100 ; 104 ; 259 ;
105 ; 100 ; 105 ; 261 ;
106 ; 100 ; 106 ; 263 ;
107 ; 100 ; 107 ; 264 ;
108 ; 100 ; 108 ; 266 ;
109 ; 100 ; 109 ; 267 ;
110 ; 100 ; 110 ; 269 ;
111 ; 100 ; 111 ; 271 ;
112 ; 100 ; 112 ; 272 ;
113 ; 100 ; 113 ; 274 ;
114 ; 100 ; 114 ; 276 ;
115 ; 100 ; 115 ; 277 ;
116 ; 100 ; 116 ; 279 ;
117 ; 100 ; 117 ; 280 ;
118 ; 100 ; 118 ; 282 ;
119 ; 100 ; 119 ; 284 ;
120 ; 100 ; 120 ; 285 ;
121 ; 100 ; 121 ; 287 ;
122 ; 100 ; 122 ; 289 ;
123 ; 100 ; 123 ; 291 ;
124 ; 100 ; 124 ; 291 ;
125 ; 100 ; 125 ; 294 ;
126 ; 100 ; 126 ; 295 ;
127 ; 100 ; 127 ; 297 ;
128 ; 100 ; 128 ; 299 ;
129 ; 100 ; 129 ; 300 ;
130 ; 100 ; 130 ; 301 ;
131 ; 100 ; 131 ; 303 ;
132 ; 100 ; 132 ; 305 ;
133 ; 100 ; 133 ; 307 ;
134 ; 100 ; 134 ; 308 ;
135 ; 100 ; 135 ; 310 ;
136 ; 100 ; 136 ; 311 ;
137 ; 100 ; 137 ; 313 ;
138 ; 100 ; 138 ; 315 ;
139 ; 100 ; 139 ; 316 ;
140 ; 100 ; 140 ; 318 ;
141 ; 100 ; 141 ; 319 ;
142 ; 100 ; 142 ; 321 ;
143 ; 100 ; 143 ; 323 ;
144 ; 100 ; 144 ; 325 ;
145 ; 100 ; 145 ; 326 ;
146 ; 100 ; 146 ; 327 ;
147 ; 100 ; 147 ; 329 ;
148 ; 100 ; 148 ; 331 ;
149 ; 100 ; 149 ; 333 ;
150 ; 100 ; 150 ; 334 ;
151 ; 100 ; 151 ; 336 ;
152 ; 100 ; 152 ; 337 ;
153 ; 100 ; 153 ; 339 ;
154 ; 100 ; 154 ; 341 ;
155 ; 100 ; 155 ; 342 ;
156 ; 100 ; 156 ; 344 ;
157 ; 100 ; 157 ; 346 ;
158 ; 100 ; 158 ; 347 ;
159 ; 100 ; 159 ; 349 ;
160 ; 100 ; 160 ; 350 ;
161 ; 100 ; 161 ; 352 ;
162 ; 100 ; 162 ; 354 ;
163 ; 100 ; 163 ; 355 ;
164 ; 100 ; 164 ; 357 ;
165 ; 100 ; 165 ; 359 ;
166 ; 100 ; 166 ; 360 ;
167 ; 100 ; 167 ; 362 ;
168 ; 100 ; 168 ; 363 ;
169 ; 100 ; 169 ; 365 ;
170 ; 100 ; 170 ; 367 ;
171 ; 100 ; 171 ; 369 ;
172 ; 100 ; 172 ; 370 ;
173 ; 100 ; 173 ; 371 ;
174 ; 100 ; 174 ; 373 ;
175 ; 100 ; 175 ; 375 ;
176 ; 100 ; 176 ; 377 ;
177 ; 100 ; 177 ; 378 ;
178 ; 100 ; 178 ; 380 ;
179 ; 100 ; 179 ; 381 ;
180 ; 100 ; 180 ; 383 ;
181 ; 100 ; 181 ; 385 ;
182 ; 100 ; 182 ; 387 ;
183 ; 100 ; 183 ; 387 ;
184 ; 100 ; 184 ; 390 ;
185 ; 100 ; 185 ; 391 ;
186 ; 100 ; 186 ; 393 ;
187 ; 100 ; 187 ; 395 ;
188 ; 100 ; 188 ; 396 ;
189 ; 100 ; 189 ; 398 ;
190 ; 100 ; 190 ; 399 ;
191 ; 100 ; 191 ; 401 ;
192 ; 100 ; 192 ; 403 ;
193 ; 100 ; 193 ; 404 ;
194 ; 100 ; 194 ; 406 ;
195 ; 100 ; 195 ; 407 ;
196 ; 100 ; 196 ; 409 ;
197 ; 100 ; 197 ; 411 ;
198 ; 100 ; 198 ; 413 ;
199 ; 100 ; 199 ; 414 ;
200 ; 100 ; 200 ; 415 ;
201 ; 100 ; 201 ; 417 ;
202 ; 100 ; 202 ; 419 ;
203 ; 100 ; 203 ; 421 ;
204 ; 100 ; 204 ; 422 ;
205 ; 100 ; 205 ; 423 ;
206 ; 100 ; 206 ; 425 ;
207 ; 100 ; 207 ; 427 ;
208 ; 100 ; 208 ; 428 ;
209 ; 100 ; 209 ; 431 ;
210 ; 100 ; 210 ; 431 ;
211 ; 100 ; 211 ; 434 ;
212 ; 100 ; 212 ; 435 ;
213 ; 100 ; 213 ; 437 ;
214 ; 100 ; 214 ; 439 ;
215 ; 100 ; 215 ; 440 ;
216 ; 100 ; 216 ; 441 ;
217 ; 100 ; 217 ; 443 ;
218 ; 100 ; 218 ; 445 ;
219 ; 100 ; 219 ; 447 ;
220 ; 100 ; 220 ; 448 ;
221 ; 100 ; 221 ; 450 ;
222 ; 100 ; 222 ; 451 ;
223 ; 100 ; 223 ; 453 ;
224 ; 100 ; 224 ; 455 ;
225 ; 100 ; 225 ; 457 ;
226 ; 100 ; 226 ; 457 ;
227 ; 100 ; 227 ; 460 ;
228 ; 100 ; 228 ; 461 ;
229 ; 100 ; 229 ; 463 ;
230 ; 100 ; 230 ; 465 ;
231 ; 100 ; 231 ; 466 ;
232 ; 100 ; 232 ; 467 ;
233 ; 100 ; 233 ; 469 ;
234 ; 100 ; 234 ; 471 ;
235 ; 100 ; 235 ; 472 ;
236 ; 100 ; 236 ; 475 ;
237 ; 100 ; 237 ; 475 ;
238 ; 100 ; 238 ; 477 ;
239 ; 100 ; 239 ; 479 ;
240 ; 100 ; 240 ; 481 ;
241 ; 100 ; 241 ; 482 ;
242 ; 100 ; 242 ; 484 ;
243 ; 100 ; 243 ; 486 ;
244 ; 100 ; 244 ; 487 ;
245 ; 100 ; 245 ; 489 ;
246 ; 100 ; 246 ; 490 ;
247 ; 100 ; 247 ; 492 ;
248 ; 100 ; 248 ; 494 ;
249 ; 100 ; 249 ; 495 ;
250 ; 100 ; 250 ; 497 ;
251 ; 100 ; 251 ; 499 ;
252 ; 100 ; 252 ; 500 ;
253 ; 100 ; 253 ; 502 ;
254 ; 100 ; 254 ; 503 ;
255 ; 100 ; 255 ; 505 ;
